movie_id,genres,movie_title,original_language,overview,popularity,release_date,runtime
the-bling-ring,"Not Available
",The Bling Ring,en,"Inspired by actual events, a group of fame-obsessed teenagers use the Internet to track the whereabouts of famous celebrities, then rob their homes of riches.",16.632,12-06-2013,90
the-blood-harvest,"Not Available
",The Blood Harvest,en,An ex-cop tracks a serial killer he thinks might be a vampire.,1.286,25-01-2016,86
the-blood-of-rebirth,"Not Available
",The Blood of Rebirth,ja,"Based on the Japanese legend of 15th century adventurer, Oguri Hangan Daisukeshige, Toyoda places us in a surreal world of tattooed Japanese slave workers whose real life roles serve more as symbols than actual characters. After being hired by a local despot, Daizen, to massage away a nasty venereal disease, Oguri is viley betrayed after refusing to stay longer.",1.227,13-10-2009,83
the-blood-of-wolves-2018,"Not Available
",The Blood of Wolves,ja,"Set in 1988 in Hiroshima, Japan, prior to the enactment of the anti-organized crime law. A rumor exists that Detective Shogo Ogami has ties with the yakuza. He is partnered with Detective Shuichi Hioka and they investigate a missing person case involving a financial company employee. Conflicts between opposing yakuza groups become more serious.",1.963,12-05-2018,126
the-blood-of-yingzhou-district,"Not Available
",The Blood of Yingzhou District,en,"A year in the life of children in the Province of Anhui in China, who have lost their parents to AIDS. Traditional obligations to family and village collide with terror of the disease.",0.864,13-06-2006,39
the-blood-shed,"Not Available
",The Blood Shed,en,"A sweet little tale about your average inbred, hillbilly, cannibal family residing in the northern part of New Jersey and how they deal with the day-to-day annoyances of encroaching suburbia.",0.6,30-10-2007,73
the-blue-apple-tree,"Not Available
",The Blue Apple Tree,es,"The Blue Apple Tree, is a Venezuelan film starring Diego, a city boy about 11 years, marked by serious emotional deprivation, which is forced to spend a holiday with his grandfather Francis (Miguel Angel Landa), who barely knows him, on a small farm in the mountains of the Venezuelan Andes.",0.6,12-03-2012,98
the-blue-bull,"Not Available
",The Blue Bull,en,"A young man fascinated by the world of bullfighting lives isolated in the countryside trying to shape his obsession: internal bullfighting, bullfighting with no bull. A spiritual path based solely on the technique as an end in itself. To do this, after a period of training and coaching, he will start building his own space to carry out his great work.",0.6,13-03-2009,63
the-boat-2018-1,"Not Available
",The Boat,en,A lone fisherman on his daily run finds himself lost in a thick fog which proves impossible to navigate. The worst is yet to come when his encounter with a seemingly abandoned sailboat becomes a fight for survival against an enemy unknown.,4.624,22-02-2019,89
the-boat-that-rocked,"Not Available
",The Boat That Rocked,en,"The Boat That Rocked is an ensemble comedy, where the romance is between the young people of the 60s, and pop music. It's about a band of DJs that captivate Britain, playing the music that defines a generation and standing up to a government that  wanted control of popular culture via the British Broadcasting Corporation. Loosely based on the events in Britain in the 60's when the Labour government of Harold Wilson, wanted to bring the pirate radio stations under control, enough to see the passage of the Marine Broadcasting Offences Act on 15 August 1967. Also known as ""Pirate Radio"".",12.683,01-04-2009,135
the-bob-emergency-part-i,Documentary,The Bob Emergency,en,"For more than a century, many of our greatest sports heroes were named Bob. It seemed as though that would never change. Why would it? Why did it? Where did they go?",3.361,29-04-2019,94
the-bob-emergency-part-ii,"Not Available
",The Bob Emergency,en,"For more than a century, many of our greatest sports heroes were named Bob. It seemed as though that would never change. Why would it? Why did it? Where did they go?",3.361,29-04-2019,94
the-body-2013,"Not Available
",The Body,en,"The tale of a murderer (Allen) who uses the cover of Halloween night to causally transport his latest victim from the scene of the crime to his final resting place. Wrapping the body in tarpaulin and dragging it through the busy streets of London as a bloody Halloween prop, all goes to plan until an old school mate (Brassington) recognises the murderer and drags him along to a swanky Halloween party nearby, where a chance meeting with a beautiful girl (Tointon) takes his evening on an even bigger turn for the bizarre!",0.6,25-08-2013,17
the-body-remembers-when-the-world-broke-open,"Not Available
",The Body Remembers When the World Broke Open,en,"When Áila encounters a young Indigenous woman, barefoot and crying in the rain on the side of a busy street, she soon discovers that this young woman, Rosie, has just escaped a violent assault at the hands of her boyfriend. Áila decides to bring Rosie home with her and over the course of the evening, the two navigate the aftermath of this traumatic event.",3.784,10-02-2019,105
the-body-tree,"Not Available
",The Body Tree,en,"A group of Americans travel to Siberia where a friend died stabbed. Soon, they will discover their hosts are involved in the occult.",2.447,13-11-2017,95
the-bomb-2015,"Not Available
",The Bomb,en,"Using masterfully restored footage from recently declassified images, The Bomb tells a powerful story of the most destructive invention in human history. From the earliest testing stages to its use as the ultimate chess piece in global politics, the program outlines how America developed the bomb, how it changed the world and how it continues to loom large in our lives. The show also includes interviews with prominent historians and government insiders, along with men and women who helped build the weapon piece by piece.",2.476,29-07-2015,115
the-bomb-2016,"Not Available
",The Bomb,en,Places the viewer in the middle of the story of nuclear weapons - the most dangerous machines ever built - from the Trinity Test in 1945 to the current state of nuclear weapons in 2016.,1.655,23-04-2016,55
the-bombing-of-wall-street,"Not Available
",The Bombing of Wall Street,en,"On September 16, 1920, as hundreds of Wall Street workers headed out for lunch, a horse-drawn cart packed with dynamite exploded in front of Morgan Bank — the world’s most powerful banking institution. The blast turned the nation’s financial center into a bloody war zone and left 38 dead and hundreds more seriously injured. As financial institutions around the country went on high alert, many wondered if this was the strike against American capitalism that radical agitators had threatened for so long.",1.482,13-02-2018,52
the-bonds-of-memory,"Not Available
",The Bonds of Memory,en,"Count Cronschöld is visited by his friend the historian Paul Linder, who wants to vist the castle ruin which is situated close to the count's mansion. During their excursion, the count spots a family of gypsies which is camping on his territory.",0.6,03-01-2016,39
the-boneyard-2009,"Not Available
",The Boneyard,en,"This is the true story of one of the most grisly crime scene investigations in the history of the United States. The grueling case - that began with a simple shoplifting arrest - unfolded clue by clue, until a shocking discovery rocked the nation: more than forty pounds of bones and five intact bodies buried on Charles Ng and Leonard Lakes' property. Each gruesome excavation confirmed that Ng and Lake were no ordinary serial killers. They were manipulative, sadistic, and had no mercy for their innocent victims. Walk alongside law enforcement, step by step, as they work to get justice for the slain.",1.159,06-10-2009,92
the-boneyard-collection,"Not Available
",The Boneyard Collection,en,"A quirky anthology, consisting of four separate short films connected by host segments. The first one, BOOGIE WITH THE UNDEAD, has an all girl rock band booked to play a gig in a town overrun by flesh-eating zombies. In the second one, THE DEVIL'S DUE AT MIDNIGHT, a coven of beautiful witches conjure up Brad Dourif as The Devil, and endures the inept attacks of witch killer Ken Foree. In the first long segment, HER MORBID DESIRES, an actress gets the lead role in a vampire movie, only to discover that starlets are being murdered on the set. The other long segment, CRY OF THE MUMMY, has the reincarnated mummy, formerly the last Pharaoh of the 4th Dynasty, looking to sue the movie studios because he can't get work as a mummy. His new lawyer offers to represent him as an agent, but the mummy will only work in film if he can direct.",4.398,01-01-2008,99
the-bony-lady,"Not Available
",The Bony Lady,es,"The Bony Lady (La Flaca) is a film about Arely Vazquez, a transgender woman and leader of the Santa Muerte (Saint Death) Cult in Queens, New York. During her yearly celebration to the Bony Lady (‘La Flaca’ as she likes to call her), Arely faces a lot of challenges to fulfill a promise she made ten years ago.",0.6,17-03-2018,20
the-boo,"Not Available
",The Boo,en,"The Boo is a Southern-gothic thriller about a bereaved small town sheriff and his recently widowed, estranged, sister-in-law who must acknowledge the external forces they must extinguish to overcome the internal loss of their spouses.",0.6,01-03-2018,88
the-boogeywoman,"Not Available
",The Boogeywoman,en,"While roller-skating, Sam, a sensitive teenage girl, hears about her small town's local legend: the Boogeywoman.",0.815,02-02-2019,18
the-book-of-birdie,"Not Available
",The Book of Birdie,en,"When, Birdie, fragile teenager with an overactive imagination is placed in an isolated Midwestern convent on the brink of closure, her strange and in some cases grotesque obsessions begin to consume her attention. Outside life beckons when she meets Julia, the confident, spirited maintenance girl, inspiring a growing infatuation. But privately, Birdie can’t turn away from her fascination with the gory and whimsical hallucinations that plague her. Birdie sets off on her spiritual quest to discover if the source of her visions is something saintly or a dark heresy. The convent itself holds ghosts of nuns who’ve met untimely deaths. Are they calling Birdie to the same fate?",1.435,30-01-2017,90
the-book-of-esther,Drama,The Book of Esther,en,"When Ester becomes King Xerxes’ queen, her Cousin Mordecai and that despicable Haman engage in a dangerous game of intrigue for control of the young Persian King Xerxes.",14.724,31-05-2013,90
the-book-of-gabrielle,"Not Available
",The Book of Gabrielle,en,"Gabrielle is writing an illustrated guide book on sex called 'How To Do It.' At a book signing she meets Saul, an established male writer who is straight. She both loves and hates his work which has seeped into her secular Jewish life from childhood. The more Gabrielle tells him about her book the more he wants to know about her life; the relationship with her younger girlfriend Olivia and her determination to ""stop using my penis in sex"". As her book takes form, is Saul jealous or desirous? Their friendship is tested as is Gabrielle's relationship with Olivia. The film muses on how we write, how we draw. And the nature of ""story"" and what it makes us do.",1.3,09-03-2017,80
the-book-of-henry,"Not Available
",The Book of Henry,en,"Susan, a single mother of two, works as a waitress in a small town. Her son, Henry, is an 11-year-old genius who not only manages the family finances but acts as emotional support for his mother and younger brother. When Henry discovers that the girl next door has a terrible secret, he implores Susan to take matters into her own hands.",32.461,16-06-2017,105
the-book-of-love-2016,"Not Available
",The Book of Love,en,"After tragedy strikes Henry and Penny, he befriends a tenacious young girl and discovers she is constructing a raft to sail across the Atlantic to find her lost father. Together, along with some unlikely friends, they set forth to construct the vessel and subsequently rebuild their lives.",11.093,13-01-2017,107
the-book-of-manning,"Not Available
",The Book of Manning,en,Explores the personal and professional life of former NFL and Ole Miss quarterback Archie Manning and how the sudden loss of his father impacted his life and the way he and his wife Olivia raised their three sons.,3.379,24-09-2013,120
the-book-of-ruth-journey-of-faith,Drama History Romance Family,The Book of Ruth: Journey of Faith,en,"The Book of Ruth, is a triumphant love story in the face of adversity. This selfless journey of love and devotion is seen through the eyes of a young widow. Choosing to leave her homeland of Moab, she follows her mother-in-law Naomi to Israel after the death of her husband. Upon reaching Bethlehem, she meets and marries a man named Boaz, who is of the Royal House of Judah. This chain of seemingly unrelated events, sets the stage for the future kings of the nation of Israel, and the glorious coming of the Messiah. A Biblical Cinderella story from the archives of the royal Jewish bloodline, this story reveals the redemption of their inheritance through the child Obed, who was the grandfather of King David.",2.454,15-12-2009,90
the-book-of-vision,"Not Available
",The Book of Vision,en,"Eva, a mysterious doctor, searches for an answer to her urgent dilemma as she unravels Dr. Anmuth's Book of Vision. Henry gets involved in her life and is forced to confront his own nature, as Eva faces the biggest decision of her life.",2.92,08-07-2021,100
the-booksellers,Documentary,The Booksellers,en,"What once seemed like an esoteric world now seems essential to our culture: the community of rare book dealers and collectors who, in their love of the delicacy and tactility of books, are helping to keep the printed word alive. D.W. Young’s elegant and entertaining documentary, executive produced by Parker Posey, is a lively tour of New York’s book world, past and present, from the Park Avenue Armory’s annual Antiquarian Book Fair, where original editions can fetch hundreds of thousands of dollars; to the Strand and Argosy book stores, still standing against all odds; to the beautifully crammed apartments of collectors and buyers. The film features a litany of special guests, including Fran Lebowitz, Susan Orlean, Gay Talese, and a community of dedicated book dealers who strongly believe in the wonder of the object and the everlasting importance of what’s inside.",2.527,06-03-2020,99
the-bookshop,"Not Available
",The Bookshop,en,"Set in a small English town in 1959, a woman decides, against polite but ruthless local opposition, to open a bookshop, a decision which becomes a political minefield.",12.61,10-11-2017,110
the-booth,"Not Available
",The Booth,ja,"Shogo, the arrogant and condescending star of a popular call-in radio-show must temporarily broadcast out of Studio 6, a creepy and dilapidated booth abandoned since its last DJ committed suicide several years ago. Suddenly, Shogo begins receiving disturbing calls, the voice on the line whispers ""Liar"" over and over. Is the joke on him, has someone discovered the truth about his sinister past, or has the curse of Studio 6 been unleashed again? In this Booth, all sins will be atoned for.",1.062,05-11-2005,73
the-booze-cruise,"Not Available
",The Booze Cruise,en,"A group of men from Kent; Clive (Martin Clunes), Rob (Neil Pearson), Dave (Mark Benton), Maurice (Brian Murphy) and Daniel (Ben Whishaw) - go on a booze cruise to France, with mixed success and many mishaps along the way. Events involving their wives and families back home also form a large part of the plot.",3.105,07-09-2003,120
the-boss-baby-get-that-baby,"Not Available
",The Boss Baby: Get That Baby!,en,Think you've got what it takes to be the boss? This interactive special puts your skills to the test and matches you up with one of 16 jobs at Baby Corp.,26.634,01-09-2020,24
